order_id,customer_id,amount
307,90607,3637
308,507359,4657
309,343590,3183
310,368774,1105
311,24828,707
312,307484,4863
313,710206,1914
314,123985,2067
315,773646,2636
316,386798,4247
317,699966,124
318,198771,4255
319,991775,405
320,793496,4844
321,437736,1691
322,672333,1663
323,369704,1851
324,43886,4823
325,175051,257
326,888633,1502
327,383277,905
328,975838,1829
329,210486,2896
330,124018,482
331,33637,3160
332,979360,2352
333,520228,2707
334,256477,864
335,105037,4498
336,876079,4090
337,444752,118
338,309813,1691
339,466374,3373
340,110783,611
341,979918,1341
342,113440,2672
343,17131,2552
344,615352,1366
345,629187,2517
346,690788,2682
347,102214,2109
348,386515,163
349,972047,3119
350,907366,3206
351,144258,4771
352,880573,4860
353,807875,737
354,911734,4392
355,289000,3158
356,551104,2055
357,718268,4591
358,833528,3951
359,47506,551
360,508632,4524
361,664565,4573
362,976095,4505
363,242499,2074
364,87099,3709
365,369766,1790
366,537490,391
367,684590,755
368,181981,229
369,127145,4555
370,798728,2329
371,539060,2635
372,764757,3678
373,393548,4181
374,99280,3430
375,831926,2588
376,189511,4355
377,947777,3632
378,869742,3201
379,705610,4859
380,575817,1094
381,703396,4438
382,455775,3792
383,759580,597
384,225418,1816
385,432466,828
386,32642,1938
387,230772,515
388,405280,1419
389,448696,953
390,248552,3794
391,648315,3359
392,111473,753
393,313674,4171
394,930205,4832
395,251137,201
396,206650,2159
397,64471,2089
398,946796,3493
399,552040,3408
400,891755,2688
401,115264,2460
402,817618,4175
403,519708,4800
404,297730,3995
405,71,3032
406,758271,549
407,704380,1166
408,369696,4515
409,552729,351
410,348588,1818
411,99770,1835
412,140399,2182
413,86556,3454
414,168181,3050
415,181935,679
416,450067,2848
417,536262,1543
418,966827,3960
419,396053,2951
420,598557,3117
421,786278,2508
422,911808,2880
423,792097,2374
424,1339,2390
425,492,816
426,877376,2934
427,914745,2861
428,181831,2397
429,527644,1529
430,278526,2396
431,628673,821
432,455130,3342
433,477577,1069
434,58820,346
435,779232,1516
436,926664,957
437,679666,1296
438,436254,3707
439,673850,1929
440,481943,157
441,217951,721
442,561622,1266
443,394484,3549
444,432771,4784
445,25355,2234
446,891426,181
447,83679,3629
448,673749,3810
449,488101,1519
450,275349,4030
451,853375,315
452,313722,1324
453,111567,2771
454,936514,3700
455,772355,2577
456,174479,1279
457,897689,4195
458,531475,3748
459,608599,318
460,314717,1357
461,42057,2013
462,17519,2437
463,152598,3839
464,484598,3080
465,692057,1478
466,307725,3996
467,925683,1178
468,207056,406
469,864029,649
470,981305,4121
471,150135,3392
472,910350,4440
473,570844,1725
474,689755,1160
475,682539,1932
476,782375,1236
477,836673,3257
478,861570,3498
479,905496,1765
480,986782,2422
481,69306,3673
482,219370,4026
483,153529,2592
484,466573,3567
485,492526,4709
486,12737,1826
487,376446,1829
488,910137,625
489,929302,3324
490,123111,1194
491,574017,415
492,728026,3582
493,874768,3102
494,792303,3123
495,572464,2433
496,307514,616
497,994878,185
498,668864,1764
499,280271,4142
500,78846,1778
501,493437,200
502,538566,3349
503,102846,4585
504,2864,211
505,682288,354
506,908653,3500
507,211858,393
508,233188,4332
509,413599,2623
510,529601,1649
511,203852,4740
512,953167,4935
513,814688,4493
514,623542,2388
515,661981,1674
516,210603,3681
517,929981,2748
518,435355,178
519,565853,238
520,801314,2609
521,633548,125
522,269846,699
523,970797,2447
524,653639,2340
525,587064,832
526,387713,658
527,83597,332
528,768857,4429
529,480766,1756
530,113006,719
531,558900,751
532,472397,3393
533,920044,3168
534,628765,2565
535,757713,2949
536,564431,308
537,434323,879
538,68023,2647
539,301552,281
540,175354,2174
541,457571,3221
542,608726,1072
543,536956,2927
544,252171,1100
545,118038,231
546,427300,1275
547,774180,2890
548,849108,4185
549,828838,1491
550,191742,1579
551,182985,813
552,721486,1782
553,878335,3550
554,584431,1391
555,962969,368
556,321622,3500
557,421292,2300
558,41769,1411
559,936708,3215
560,200070,2424
561,229931,426
562,420234,1618
563,142414,4360
564,572068,4197
565,839816,3274
566,922296,2882
567,576101,4474
568,941605,3133
569,655144,956
570,785406,651
571,562135,4792
572,376917,2958
573,115119,2592
574,286750,1524
575,629150,3889
576,840065,2866
577,390967,323
578,977117,3545
579,722436,1677
580,843781,315
581,409964,4735
582,523793,4037
583,834536,3612
584,671065,4779
585,591583,2425
586,11823,888
587,987483,3157
588,866960,3492
589,178071,1761
590,646791,1647
591,84469,832
592,284839,4588
593,158764,4400
594,190199,2240
595,231416,4464
596,838390,1040
597,749958,4046
598,201518,204
599,184592,929
600,151027,3577
601,56188,2537
602,257952,2710
603,709067,1670
604,113065,4176
605,718283,3731
606,245795,157
607,764783,4767
608,47305,2917
609,767545,2603
610,750835,3499
611,663940,4166
612,545543,1759
613,129744,4113
614,933927,1234
615,817790,3027
616,309681,4269
617,385621,1187
618,317552,2115
619,186271,3105
620,714556,1430
621,651066,3174
622,208587,1069
623,826186,838
624,28747,1336
625,523541,553
626,514423,830
627,302989,2161
628,475318,3066
629,675141,2951
630,144983,896
631,792496,601
632,104372,2836
633,598968,4127
634,866826,1348
635,898561,414
636,294173,2070
637,391888,4438
638,101429,4468
639,330041,3881
640,166776,2713
641,770030,4220
642,633013,158
643,390121,1282
644,897331,3142
645,182178,2905
646,749296,103
647,303550,2231
648,345252,4135
649,97790,2019
650,409269,1958
651,651139,4430
652,24836,2466
653,631098,1748
654,273883,2052
655,817691,3694
656,195668,1127
657,228351,3694
658,497371,2017
659,94575,2137
660,62199,3868
661,618713,4886
662,780609,3666
663,619188,2353
664,854001,2070
665,910570,4982
666,592865,2730
667,67877,1888
668,534031,4207
669,564938,998
670,903684,766
671,499590,4593
672,417314,476
673,170961,2114
674,329271,2186
675,275055,3396
676,98339,4462
677,990669,4257
678,364077,997
679,170111,427
680,125509,159
681,632071,2519
682,774227,4347
683,536610,3646
684,60400,1054
685,164944,3814
686,843469,2802
687,172657,3470
688,827598,4894
689,995463,3169
690,729935,1638
691,886394,4888
692,8061,3323
693,720967,2610
694,270757,2998
695,270842,4753
696,944020,4533
697,951350,2459
698,408171,3038
699,54325,1616
700,97523,3839
701,52663,2147
702,544189,2877
703,294077,647
704,342167,1469
705,507844,4180
706,728354,3953
707,214617,2057
708,230538,1945
709,148270,2858
710,604716,1204
711,707908,1377
712,269952,2783
713,6636,3796
714,784485,2967
715,538536,3049
716,332515,389
717,724305,717
718,126642,4176
719,486892,1685
720,565836,4041
721,137366,3136
722,756209,3949
723,539639,1933
724,713032,3486
725,593824,3468
726,926637,1824
727,500151,3504
728,498755,3621
729,699114,3592
730,600651,4823
731,825969,3469
732,30345,1503
733,719940,3323
734,978642,689
735,392910,4148
736,370409,2001
737,973552,2538
738,358287,2364
739,532407,2269
740,965548,4479
741,756768,416
742,338630,1371
743,985477,4121
744,161588,4830
745,163885,2936
746,208445,3809
747,402781,4679
748,437113,1264
749,940771,3768
750,69874,902
751,592307,3378
752,832790,4062
753,159026,4976
754,625228,3004
755,233884,1419
756,386653,2015
757,519942,4774
758,129444,1258
759,209693,4600
760,293118,272
761,519335,2618
762,309002,4527
763,244856,3215
764,299858,2473
765,278979,3555
766,895141,4638
767,529683,251
768,619113,1432
769,205266,2833
770,325540,1692
771,939727,4376
772,243735,2158
773,686322,983
774,194340,1202
775,484457,3089
776,721645,154
777,728472,1075
778,215831,1345
779,477479,2516
780,419535,2940
781,760889,3881
782,640441,995
783,106226,439
784,798972,1840
785,19403,916
786,3028,1784
787,900455,535
788,358159,4475
789,750766,2452
790,976009,1066
791,15597,1856
792,331260,4622
793,877919,4541
794,631127,1832
795,620376,1937
796,604659,3450
797,421330,1406
798,477439,2053
799,394736,2582
800,24873,1039
801,166101,1333
802,520934,3352
803,532512,803
804,645184,3259
805,373026,2286
806,720309,1419
807,741176,3376
808,826176,435
809,726799,4354
810,556616,602
811,52819,4741
812,462057,823
813,932516,3275
814,273681,3522
815,715488,1385
816,791120,165
817,840959,3007
818,776337,3913
819,568787,3386
820,643899,810
821,360960,198
822,810317,1858
823,278254,1452
824,386038,4046
825,819756,4101
826,982183,2199
827,595902,4219
828,419029,634
829,666644,670
830,80580,2422
831,56099,2186
832,422724,1935
833,848213,3491
834,148574,4228
835,323689,817
836,291420,3836
837,786637,2612
838,714479,3274
839,637812,2314
840,641259,219
841,638516,1238
842,261522,2890
843,521886,2724
844,600805,2223
845,673010,177
846,998026,961
847,534046,1646
848,686438,4578
849,974104,4812
850,402220,2822
851,316910,2959
852,201235,3029
853,934590,2753
854,306409,803
855,877586,4742
856,511641,183
857,901567,109
858,610300,1664
859,645582,4209
860,606705,2811
861,882824,3507
862,605292,4773
863,394597,710
864,564782,2027
865,166494,2865
866,717264,2302
867,578189,3009
868,397206,4155
869,582283,721
870,914649,3593
871,642164,1594
872,667312,601
873,925657,4176
874,459528,415
875,722540,2550
876,580804,1696
877,149368,2111
878,603436,4541
879,217519,3004
880,982584,3290
881,622796,2500
882,270246,545
883,754467,1348
884,576159,2862
885,313670,1435
886,142187,4505
887,640549,3681
888,538647,1004
889,282426,1467
890,377433,1617
891,699837,440
892,348646,3967
893,920211,2060
894,49215,946
895,839598,1617
896,409853,565
897,514957,3077
898,428916,3466
899,190574,1360
900,226260,2788
901,360243,3671
902,322267,4264
903,374339,223
904,173736,3934
905,534370,4215
906,78820,1225
907,198844,4156
908,93668,1270
909,65596,1501
910,181345,2591
911,769481,4044
912,228175,4747
913,132279,3653
914,135899,2150
915,237690,1567
916,800740,2458
917,196268,3384
918,26692,2269
919,232880,4774
920,37740,2096
921,524078,1110
922,11706,2113
923,437898,1544
924,350620,1412
925,514893,835
926,250879,1203
927,898270,3717
928,517512,2075
929,438537,3972
930,765526,2358
931,877161,4145
932,990453,4210
933,793427,2040
934,889389,2313
935,76877,2818
936,896117,1525
937,511932,2364
938,618087,1522
939,29084,3953
940,496303,3553
941,609327,1298
942,607081,828
943,822497,247
944,24117,2385
945,704384,1760
946,497596,4711
947,355937,3006
948,299777,4689
949,439983,723
950,118208,1940
951,364410,940
952,381520,818
953,495763,851
954,304335,4587
955,604584,3253
956,322827,1620
957,434329,4517
958,697575,3001
959,35561,2267
960,874525,1835
961,905948,1680
962,265104,4716
963,949137,4569
964,565170,3114
965,160850,3191
966,412279,2514
967,611712,3426
968,978695,1638
969,984054,4153
970,386235,316
971,12595,270
972,134642,2875
973,298844,973
974,378110,2931
975,321962,2437
976,144868,2613
977,461442,259
978,474778,2643
979,599346,762
980,993966,1382
981,293143,2497
982,112314,1684
983,685380,1905
984,995645,2924
985,850445,2326
986,249873,3171
987,925365,2189
988,363567,2826
989,181320,3640
990,765619,3564
991,830779,505
992,478673,2649
993,747741,411
994,740821,3550
995,266456,2143
996,194218,3859
997,335092,2880
998,70407,443
999,343571,4604
1000,82265,2413
1001,924673,1277
1002,366053,654
1003,258077,1759
1004,879536,4760
1005,606437,355
1006,434740,373
1007,686386,2530
1008,610820,2995
1009,975704,3118
1010,899733,3916
1011,45468,3832
1012,510085,2066
1013,37523,2792
1014,931656,3217
1015,485514,150
1016,56422,1073
1017,76930,4983
1018,852065,1098
1019,906810,2881
1020,939345,1266
1021,883861,2121
1022,260088,1413
1023,29649,1726
1024,153356,3264
1025,213116,1943
1026,895632,3718
1027,633031,3936
1028,389963,147
1029,111446,1884
1030,459841,3585
1031,530068,1134
1032,716735,1437
1033,318289,4646
1034,436540,1725
1035,327491,1515
1036,149450,2568
1037,394514,3330
1038,300438,4167
1039,168784,1196
1040,464805,3139
1041,630301,4879
1042,197788,2965
1043,371484,3367
1044,752107,389
1045,808744,4618
1046,440358,3427
1047,825085,3078
1048,590297,3739
1049,921230,1342
1050,314756,2400
1051,585434,957
1052,231868,2742
1053,242674,4683
1054,541385,2366
1055,946102,2739
1056,920110,2540
1057,151042,3191
1058,447656,1465
1059,343975,419
1060,425714,1641
1061,200792,1058
1062,352578,2088
1063,751501,563
1064,14051,1745
1065,947464,1224
1066,924169,3618
1067,572076,4666
1068,468838,3930
1069,483484,2753
1070,921260,4843
1071,148826,3900
1072,454622,1132
1073,445354,321
1074,340038,3505
1075,832133,411
1076,743340,2087
1077,871329,2229
1078,396374,4048
1079,132247,3269
1080,682678,1423
1081,650116,1874
1082,996891,1747
1083,72987,2907
1084,160281,4068
1085,139957,3726
1086,71174,472
1087,435795,2024
1088,296256,2447
1089,316945,1942
1090,135112,2850
1091,552364,769
1092,281607,503
1093,990872,338
1094,52122,3318
1095,398459,4430
1096,966249,929
1097,529595,800
1098,671021,3417
1099,891267,2237
1100,855694,2925
1101,554307,405
1102,916790,766
1103,182334,2818
1104,852399,2120
1105,228093,1398
1106,396591,4375
1107,42081,1088
1108,826044,4746
1109,174129,1779
1110,884617,380
1111,424354,1717
1112,401546,3380
1113,104751,946
1114,54972,3881
1115,458232,4131
1116,20395,4061
1117,644410,3199
1118,636331,3392
1119,878624,2694
1120,786577,4622
1121,412645,599
1122,64037,2874
1123,765164,4616
1124,926734,1020
1125,366498,1430
1126,189760,514
1127,967240,2881
1128,633564,3320
1129,490852,4858
1130,837445,3788
1131,23299,1738
1132,522207,1990
1133,230594,2030
1134,921151,3721
1135,823273,238
1136,443929,136
1137,567726,297
1138,461021,3549
1139,145996,1110
1140,98209,2651
1141,89616,596
1142,571404,882
1143,690368,1931
1144,912629,3635
1145,514335,853
1146,881169,1378
1147,997544,3087
1148,252989,4165
1149,217661,1754
1150,822756,799
1151,162219,3336
1152,997951,2911
1153,546671,3635
1154,343956,3484
1155,59271,3664
1156,317474,3131
1157,863398,1839
1158,844596,660
1159,495946,4898
1160,480187,2965
1161,957894,1353
1162,900850,1723
1163,133510,1677
1164,482105,192
1165,159123,4246
1166,694890,246
1167,306852,3171
1168,979875,2774
1169,583462,2723
1170,337940,1757
1171,966606,2212
1172,5063,4924
1173,750971,4073
1174,620409,1234
1175,334889,3607
1176,916146,1980
1177,621583,4941
1178,845081,4174
1179,529511,1006
1180,578939,1557
1181,297777,2092
1182,514962,2800
1183,818095,2065
1184,923458,2426
1185,609195,2088
1186,145328,678
1187,678128,4580
1188,693832,1588
1189,460979,3601
1190,729995,949
1191,352205,1307
1192,7680,2556
1193,795405,912
1194,784293,2752
1195,280034,2573
1196,306831,3672
1197,424236,2512
1198,304379,3432
1199,402895,1037
1200,475462,3863
1201,304019,561
1202,922331,2041
1203,616506,3848
1204,896664,791
1205,993561,3440
1206,252785,2080
1207,656786,4594
1208,159592,3768
1209,313667,2624
1210,808902,3303
1211,319932,1703
1212,787382,3216
1213,414157,4387
1214,956401,3995
1215,236498,387
1216,553578,1071
1217,800561,2470
1218,937902,3506
1219,934090,2322
1220,969112,1563
1221,991872,4450
1222,493686,3968
1223,970776,4569
1224,812824,2290
1225,869546,1278
1226,565655,4700
1227,443069,3948
1228,553048,4069
1229,761777,2110
1230,596260,4708
1231,97329,1559
1232,710624,4847
1233,783008,3129
1234,365111,559
1235,227173,3632
1236,293627,2321
1237,852047,3807
1238,467111,809
1239,459064,1432
1240,354648,1556
1241,874112,2985
1242,674143,1222
1243,131332,3001
1244,7172,618
1245,292041,4146
1246,786135,2299
1247,282139,3980
1248,248613,4416
1249,61696,3525
1250,833413,4982
1251,836320,4853
1252,186192,2725
1253,482311,3167
1254,273734,1249
1255,272033,1602
1256,477340,3376
1257,938819,2022
1258,822564,3263
1259,917514,3941
1260,271514,4228
1261,55668,2049
1262,986211,3847
1263,546191,1056
1264,217092,4327
1265,600525,1857
1266,52654,1945
1267,887634,4712
1268,48942,2560
1269,204817,3444
1270,468871,4550
1271,614700,4724
1272,154674,3881
1273,169012,2693
1274,464402,4850
1275,871983,2193
1276,774531,3838
1277,54940,4593
1278,468976,4356
1279,385192,2864
1280,418980,2636
1281,761843,1331
1282,759014,3110
1283,46248,4440
1284,960573,4843
1285,795156,4522
1286,327647,3586
1287,444782,4880
1288,818118,649
1289,200930,1186
1290,993068,1873
1291,550641,4941
1292,366107,3347
1293,650597,4696
1294,865686,676
1295,478916,1461
1296,62818,2438
1297,508943,1391
1298,743491,1523
1299,799755,3762
1300,853012,4574
1301,194547,852
1302,272319,1388
1303,696945,2233
1304,733602,2729
1305,349810,1011
1306,759713,367
1307,114636,4415
1308,401680,1463
1309,667389,2036
1310,210377,3743
1311,29705,4132
1312,576360,3176
1313,592920,1361
1314,205308,3204
1315,924277,3696
1316,603952,4197
1317,339723,1432
1318,997651,3465
1319,28132,1585
1320,527379,3088
1321,747781,3524
1322,980898,996
1323,69478,3286
1324,154944,1735
1325,534533,3983
1326,380770,3593
1327,760364,3376
1328,136721,3920
1329,736209,176
1330,954916,3461
1331,49371,1823
1332,222036,792
1333,565463,2466
1334,452127,1064
1335,691732,4272
1336,576449,1429
1337,191807,540
1338,242750,4272
1339,391955,3575
1340,775063,4810
1341,523798,4502
1342,751530,1222
1343,864700,333
1344,172416,1191
1345,546574,3530
1346,169384,4511
1347,146960,4212
1348,897683,4775
1349,401908,3841
1350,420039,1060
1351,765580,2639
1352,648275,946
1353,535061,1931
1354,595873,343
1355,213805,1880
1356,456977,183
1357,107018,2493
1358,641719,4855
1359,454262,3122
1360,415224,1054
1361,604264,3225
1362,207551,2951
1363,844222,4501
1364,566918,1720
1365,608662,3094
1366,44794,2094
1367,939584,3383
1368,433647,1740
1369,291146,3671
1370,431262,2880
1371,212106,4037
1372,308754,4470
1373,521735,1265
1374,290047,4692
1375,338603,1696
1376,298431,623
1377,698290,2095
1378,717717,2927
1379,549907,3415
1380,969636,4419
1381,363822,3235
1382,818105,3176
1383,380152,1240
1384,46707,493
1385,187419,1818
1386,101749,192
1387,160,948
1388,712060,4126
1389,161080,2892
1390,497636,4545
1391,32521,4675
1392,184306,610
1393,42283,109
1394,125328,4148
1395,268047,3327
1396,247458,4391
1397,379190,4707
1398,637854,1708
1399,645024,3382
1400,747288,3027
1401,794822,1817
1402,267233,3506
1403,891364,1455
1404,526234,1910
1405,733169,255
1406,736562,582
1407,768377,4456
1408,746945,1134
1409,65399,3465
1410,308064,4875
1411,661394,434
1412,936567,1999
1413,440482,3491
1414,77095,4221
1415,109017,2002
1416,295432,2879
1417,446119,3276
1418,725492,3528
1419,214673,1416
1420,107192,3887
1421,789481,3758
1422,741464,4433
1423,322928,4969
1424,976633,832
1425,65242,3973
1426,186080,2695
1427,704144,562
1428,757667,3980
1429,620195,2432
1430,710815,1349
1431,842951,4904
1432,895054,963
1433,10393,530
1434,446596,3414
1435,108923,425
1436,684453,115
1437,325634,2568
1438,958024,4491
1439,467115,3308
1440,864190,3122
1441,728244,400
1442,364691,2447
1443,720798,2710
1444,970079,1446
1445,601904,3764
1446,930601,3386
1447,141829,2976
1448,738116,4677
1449,449857,3998
1450,732273,3230
1451,554095,2367
1452,257322,3560
1453,305953,145
1454,95386,941
1455,532467,549
1456,246974,3125
1457,951161,3207
1458,42408,3751
1459,780126,1576
1460,590344,3933
1461,713443,3476
1462,66560,4098
1463,501858,3080
1464,262802,908
1465,772753,2175
1466,15668,4374
1467,617123,1971
1468,30685,4016
1469,464138,3263
1470,15082,2622
1471,134796,1493
1472,870691,2466
1473,522707,769
1474,775229,155
1475,635945,3131
1476,464809,3959
1477,630999,3497
1478,862408,1697
1479,974215,2193
1480,787506,2186
1481,259619,1883
1482,858109,1093
1483,127783,2332
1484,401099,2077
1485,782932,3437
1486,433769,2524
1487,425387,2003
1488,921559,4245
1489,620216,4396
1490,891785,3516
1491,8286,1162
1492,423132,2381
1493,249624,2211
1494,758940,4285
1495,329837,4944
1496,351802,4506
1497,310632,2257
1498,13301,4981
1499,489871,803
1500,662860,499
1501,550872,2741
1502,203146,4810
1503,767646,2555
1504,876238,3312
1505,866107,3368
1506,448057,3550
1507,24283,1424
1508,338464,3474
1509,273900,1392
1510,372175,4980
1511,927775,1592
1512,650480,4783
1513,224461,2997
1514,235176,4808
1515,943585,374
1516,549181,1049
1517,130678,3117
1518,881999,4014
1519,263923,4319
1520,694254,3711
1521,605903,2477
1522,583825,4552
1523,617137,806
1524,391873,4805
1525,231818,175
1526,679230,680
1527,23421,4185
1528,971992,1501
1529,600617,1057
1530,123830,1486
1531,670232,2547
1532,639687,1504
1533,284651,1665
1534,528077,755
1535,328164,1212
1536,795955,744
1537,105498,4185
1538,59641,2607
1539,760890,2740
1540,609735,636
1541,396351,4833
1542,311420,3062
1543,39657,1419
1544,693530,4134
1545,356997,4990
1546,784424,236
1547,845563,178
1548,895234,3671
1549,770473,3932
1550,26126,4967
1551,313289,1212
1552,426539,4930
1553,468077,185
1554,462837,4837
1555,74071,3329
1556,637210,1399
1557,960002,271
1558,911054,2609
1559,27254,343
1560,462698,162
1561,330926,1572
1562,110718,1503
1563,75715,3012
1564,447725,3411
1565,702679,3698
1566,784437,4175
1567,77041,4251
1568,93493,1749
1569,759176,2936
1570,97746,3710
1571,966185,4797
1572,378405,4968
1573,476960,674
1574,651555,869
1575,551291,4820
1576,732541,256
1577,954128,1745
1578,328058,3128
1579,947206,3769
1580,279377,920
1581,538946,588
1582,524219,319
1583,65826,1874
1584,220217,1541
1585,533578,4828
1586,408342,1006
1587,833956,1022
1588,569023,2802
1589,242035,954
1590,573261,644
1591,772416,4814
1592,267865,678
1593,581775,1614
1594,300526,2603
1595,378666,1253
1596,952104,4191
1597,855258,1081
1598,606318,4549
1599,614268,3066
1600,438071,4231
1601,781594,3514
1602,134146,1353
1603,535906,4583
1604,424040,3599
1605,160247,522
1606,844723,4067
1607,23839,433
1608,119802,990
1609,71873,4900
1610,263858,2430
1611,234570,3180
1612,154855,284
1613,740899,2393
1614,79881,1270
1615,309346,1530
1616,96000,2416
1617,80149,2532
1618,197519,1355
1619,784800,2557
1620,608257,4282
1621,555909,1438
1622,432184,877
1623,289573,3456
1624,661554,4636
1625,595079,2952
1626,226931,2612
1627,968293,1023
1628,911380,3763
1629,398364,2172
1630,705654,2292
1631,885207,4117
1632,515433,1779
1633,613616,4320
1634,269052,3908
1635,967340,1921
1636,311960,513
1637,48812,4027
1638,131076,1323
1639,365744,2904
1640,747506,1157
1641,38300,3442
1642,241496,2190
1643,344387,2720
1644,4981,4801
1645,606147,3304
1646,827287,976
1647,913779,4098
1648,89438,2763
1649,53839,4683
1650,611713,4364
1651,144839,1821
1652,833064,4927
1653,806592,938
1654,81507,3052
1655,642111,351
1656,74479,4884
1657,721216,2230
1658,432011,4226
1659,953980,542
1660,26351,3846
1661,797931,1777
1662,285393,1428
1663,1577,759
1664,659623,432
1665,137578,3841
1666,111886,3012
1667,687125,1812
1668,817875,1863
1669,876750,3739
1670,941212,2245
1671,568247,3983
1672,935245,1298
1673,927711,4235
1674,681093,2539
1675,960733,2590
1676,606637,3846
1677,765274,2912
1678,766956,2793
1679,49784,3342
1680,12578,1852
1681,140170,2373
1682,824040,1467
1683,220444,1233
1684,343537,4327
1685,335197,926
1686,536964,1112
1687,294387,1002
1688,45888,4794
1689,97991,3069
1690,379248,121
1691,141182,1938
1692,189142,515
1693,440359,979
1694,553281,3462
1695,864086,3342
1696,369930,2243
1697,349122,798
