"index","MONTH","YEAR","DAYS","REPORT_DATE","JOURNEY_TYPE","JOURNEYS_MILLIONS"
"919","8","2021","31","2021-12-31T00:00:00.000","TfL Rail","3.7"
"920","9","2021","30","2021-12-31T00:00:00.000","TfL Rail","3.3"
"921","10","2021","31","2022-03-31T00:00:00.000","TfL Rail","2.4"
"922","11","2021","30","2022-03-31T00:00:00.000","TfL Rail","3.2"
"923","12","2021","31","2022-03-31T00:00:00.000","TfL Rail","3.1"
"924","1","2022","31","2022-06-30T00:00:00.000","TfL Rail","4.3747"
"925","2","2022","28","2022-06-30T00:00:00.000","TfL Rail","5.496774"
"926","3","2022","31","2022-06-30T00:00:00.000","TfL Rail","8.062123"
"927","4","2022","30","2022-09-30T00:00:00.000","TfL Rail","11.627377"
"928","5","2022","31","2022-09-30T00:00:00.000","TfL Rail","9.177708"
"929","6","2022","30","2022-09-30T00:00:00.000","TfL Rail","9.780669"
"930","7","2022","31","2022-12-31T00:00:00.000","TfL Rail","11.049603"
"931","8","2022","31","2022-12-31T00:00:00.000","TfL Rail","12.51585"
"932","9","2022","30","2022-12-31T00:00:00.000","TfL Rail","15.223201"
"933","10","2022","31","2023-03-31T00:00:00.000","TfL Rail","8.875033"
"934","11","2022","30","2023-03-31T00:00:00.000","TfL Rail","13.40484"
"935","12","2022","31","2023-03-31T00:00:00.000","TfL Rail","14.041961"
